Date,Consensual,Disturbance,Other,Property,Violent,White-Collar,Total,Temp (F) avg,Event
2015-12-31,28,7.0,37,318,154,64,608.0,25,Snow
2016-01-01,28,8.0,66,317,448,154,1021.0,25,Snow
2016-01-02,34,7.0,41,301,147,43,573.0,26,Clear
2016-01-03,34,2.0,39,341,172,29,617.0,26,Snow
2016-01-04,28,4.0,34,353,155,51,625.0,27,Snow
2016-01-05,45,1.0,42,314,167,54,623.0,25,Clear
2016-01-06,39,2.0,52,321,158,54,626.0,29,Clear
2016-01-07,58,5.0,41,369,178,55,706.0,38,Clear
2016-01-08,59,10.0,47,398,180,48,742.0,39,Rain
2016-01-09,48,4.0,42,329,191,35,649.0,32,"Fog , Rain , Snow"
2016-01-10,39,4.0,53,289,170,38,593.0,13,Snow
2016-01-11,18,3.0,32,280,134,45,512.0,12,Snow
2016-01-12,39,5.0,35,297,128,43,547.0,12,Snow
2016-01-13,46,7.0,52,347,147,52,651.0,12,Snow
2016-01-14,58,6.0,45,366,204,53,732.0,34,Clear
2016-01-15,54,6.0,44,375,199,54,732.0,37,Rain
2016-01-16,48,5.0,45,330,176,44,648.0,20,Clear
2016-01-17,34,1.0,40,250,180,31,536.0,4,Clear
2016-01-18,39,2.0,41,278,118,33,511.0,2,Clear
2016-01-19,39,6.0,46,333,134,51,609.0,9,Clear
2016-01-20,39,9.0,31,333,156,50,618.0,18,Snow
2016-01-21,36,8.0,47,350,151,36,628.0,19,Clear
2016-01-22,69,10.0,34,389,155,42,699.0,25,Snow
2016-01-23,56,4.0,43,390,183,43,719.0,27,Snow
2016-01-24,42,3.0,50,373,181,23,672.0,29,Clear
2016-01-25,41,7.0,49,385,206,53,741.0,33,Rain
2016-01-26,49,8.0,52,313,157,60,639.0,30,"Rain , Snow"
2016-01-27,45,5.0,31,356,165,67,669.0,29,Snow
2016-01-28,130,6.0,44,355,166,49,750.0,34,Clear
2016-01-29,53,8.0,42,421,165,56,745.0,28,Snow
2016-01-30,50,10.0,39,374,218,50,741.0,41,Rain
2016-01-31,37,3.0,45,342,214,23,664.0,41,Rain
2016-02-01,56,7.0,67,385,199,115,829.0,38,Clear
2016-02-02,45,8.0,38,292,156,71,610.0,35,"Fog , Rain , Thunderstorm"
2016-02-03,56,8.0,59,330,170,53,676.0,33,"Fog , Rain , Snow"
2016-02-04,70,5.0,46,310,190,47,668.0,26,Clear
2016-02-05,53,6.0,49,337,165,48,658.0,30,Clear
2016-02-06,61,9.0,41,325,194,65,695.0,32,Clear
2016-02-07,36,3.0,59,308,184,25,615.0,38,Clear
2016-02-08,38,10.0,41,286,148,45,568.0,26,Snow
2016-02-09,41,4.0,45,252,154,48,544.0,17,Snow
2016-02-10,59,3.0,53,242,149,59,565.0,14,Clear
2016-02-11,54,1.0,49,281,148,48,581.0,14,Clear
2016-02-12,82,5.0,41,302,148,64,642.0,15,Snow
2016-02-13,61,5.0,36,295,160,39,596.0,10,Clear
2016-02-14,36,4.0,36,242,169,26,513.0,14,"Fog , Snow"
2016-02-15,55,8.0,40,245,154,49,551.0,23,Snow
2016-02-16,44,3.0,32,317,176,52,624.0,29,Snow
2016-02-17,54,6.0,44,287,190,57,638.0,28,Clear
2016-02-18,52,9.0,47,359,169,42,678.0,33,Clear
2016-02-19,82,5.0,53,408,173,49,770.0,52,Clear
2016-02-20,61,3.0,39,317,229,51,700.0,48,Clear
2016-02-21,60,7.0,41,331,240,27,706.0,35,Clear
2016-02-22,54,6.0,37,312,181,48,638.0,35,Clear
2016-02-23,43,7.0,49,304,177,50,630.0,36,Clear
2016-02-24,40,3.0,50,274,168,43,578.0,34,"Fog , Snow"
2016-02-25,107,4.0,50,305,172,58,696.0,34,Snow
2016-02-26,65,7.0,47,345,210,63,737.0,29,Clear
2016-02-27,54,5.0,37,341,197,55,689.0,41,Clear
2016-02-28,45,6.0,41,298,200,30,620.0,49,Rain
2016-02-29,41,9.0,55,311,185,44,645.0,40,Rain
2016-03-01,62,8.0,79,334,190,121,794.0,24,"Fog , Rain , Snow"
2016-03-02,69,9.0,47,281,162,38,606.0,22,Snow
2016-03-03,68,5.0,42,298,145,55,613.0,30,Snow
2016-03-04,77,7.0,45,347,176,49,701.0,30,Snow
2016-03-05,48,6.0,45,359,200,38,696.0,34,Clear
2016-03-06,60,11.0,56,344,201,42,714.0,43,Clear
2016-03-07,77,8.0,52,373,209,73,792.0,54,Rain
2016-03-08,46,14.0,63,349,209,40,721.0,64,Rain
2016-03-09,69,9.0,56,260,232,49,675.0,56,Rain
2016-03-10,65,6.0,55,358,179,47,710.0,44,Clear
2016-03-11,71,9.0,53,341,209,48,731.0,45,Clear
2016-03-12,49,5.0,57,360,241,31,743.0,46,Rain
2016-03-13,46,2.0,35,295,210,38,626.0,46,Rain
2016-03-14,51,6.0,46,324,193,62,682.0,49,Rain
2016-03-15,62,8.0,52,324,207,57,710.0,52,"Rain , Thunderstorm"
2016-03-16,65,12.0,51,334,223,58,743.0,51,"Rain , Thunderstorm"
2016-03-17,61,6.0,49,362,208,50,736.0,48,Clear
2016-03-18,77,16.0,44,376,218,58,789.0,41,Clear
2016-03-19,68,8.0,32,348,195,46,697.0,41,Clear
2016-03-20,51,4.0,51,321,221,35,683.0,37,Clear
2016-03-21,50,9.0,67,313,199,59,697.0,39,Clear
2016-03-22,64,11.0,48,317,239,43,722.0,52,Clear
2016-03-23,41,3.0,58,336,200,47,685.0,39,Rain
2016-03-24,48,7.0,54,329,190,48,676.0,35,"Rain , Snow"
2016-03-25,59,6.0,57,361,188,45,716.0,38,Clear
2016-03-26,67,9.0,41,349,224,45,735.0,43,Clear
2016-03-27,37,9.0,44,303,221,17,631.0,50,Rain
2016-03-28,59,9.0,54,345,219,53,739.0,44,Clear
2016-03-29,74,8.0,55,342,209,49,737.0,45,Clear
2016-03-30,59,6.0,48,340,223,40,716.0,52,"Rain , Thunderstorm"
2016-03-31,59,4.0,47,330,259,54,753.0,56,"Rain , Thunderstorm"
2016-04-01,52,10.0,73,351,214,98,798.0,42,Rain
2016-04-02,59,10.0,40,310,180,50,649.0,34,"Fog , Snow"
2016-04-03,59,8.0,45,318,225,49,704.0,49,Clear
2016-04-04,48,4.0,50,328,163,64,657.0,34,Snow
2016-04-05,73,9.0,56,315,166,53,672.0,35,Rain
2016-04-06,75,5.0,46,295,202,35,658.0,45,"Rain , Thunderstorm"
2016-04-07,104,8.0,52,336,193,46,739.0,37,"Rain , Snow"
2016-04-08,52,10.0,41,332,147,40,622.0,34,"Fog , Rain , Snow"
2016-04-09,59,7.0,45,327,195,55,688.0,30,Clear
2016-04-10,48,12.0,56,330,205,51,702.0,42,"Rain , Snow"
2016-04-11,43,7.0,47,330,175,70,672.0,44,Clear
2016-04-12,73,10.0,42,328,177,67,697.0,39,Clear
2016-04-13,74,5.0,41,314,218,61,713.0,45,Clear
2016-04-14,69,10.0,34,336,190,50,689.0,49,Clear
2016-04-15,100,11.0,52,395,189,61,808.0,55,Clear
2016-04-16,60,10.0,51,338,245,28,732.0,59,Clear
2016-04-17,56,6.0,46,334,232,34,708.0,62,Clear
2016-04-18,52,16.0,35,376,199,59,737.0,66,Clear
2016-04-19,61,8.0,28,345,207,53,702.0,52,Clear
2016-04-20,69,8.0,41,344,174,47,683.0,61,Rain
2016-04-21,74,5.0,54,329,196,54,712.0,60,Rain
2016-04-22,73,4.0,51,358,195,46,727.0,48,Clear
2016-04-23,57,10.0,54,311,222,37,691.0,49,Clear
2016-04-24,77,10.0,45,327,259,30,748.0,60,Clear
2016-04-25,47,6.0,58,362,236,46,755.0,71,"Rain , Hail , Thunderstorm"
2016-04-26,67,8.0,49,324,190,52,690.0,55,Clear
2016-04-27,52,7.0,58,312,194,35,658.0,45,Rain
2016-04-28,54,8.0,52,361,201,55,731.0,46,"Rain , Thunderstorm"
2016-04-29,64,9.0,41,340,219,41,714.0,46,Rain
2016-04-30,46,5.0,37,302,176,36,602.0,46,Rain
2016-05-01,30,11.0,67,361,238,89,796.0,46,"Rain , Thunderstorm"
2016-05-02,55,19.0,57,366,202,55,754.0,51,Clear
2016-05-03,73,12.0,60,323,213,53,734.0,54,Rain
2016-05-04,69,9.0,48,308,205,39,678.0,50,Rain
2016-05-05,61,8.0,49,348,180,51,697.0,51,Clear
2016-05-06,50,3.0,47,392,239,63,794.0,62,Clear
2016-05-07,24,3.0,27,391,242,53,740.0,57,"Rain , Thunderstorm"
2016-05-08,47,13.0,41,316,270,39,726.0,56,Clear
2016-05-09,53,10.0,48,342,223,53,729.0,54,Rain
2016-05-10,55,8.0,53,338,204,51,709.0,57,Rain
2016-05-11,60,8.0,42,378,213,55,756.0,60,"Fog , Rain , Thunderstorm"
2016-05-12,62,10.0,37,330,204,43,686.0,62,"Rain , Thunderstorm"
2016-05-13,65,9.0,53,403,217,58,805.0,55,Rain
2016-05-14,63,5.0,61,357,199,34,719.0,44,Rain
2016-05-15,54,5.0,54,353,242,30,738.0,45,Clear
2016-05-16,66,6.0,58,364,230,58,782.0,58,Rain
2016-05-17,59,10.0,60,331,186,42,688.0,51,Rain
2016-05-18,63,11.0,42,419,222,42,799.0,53,Clear
2016-05-19,107,6.0,51,360,199,39,762.0,54,Clear
2016-05-20,71,8.0,52,409,212,50,802.0,56,Clear
2016-05-21,54,10.0,49,403,233,42,791.0,64,Clear
2016-05-22,62,10.0,43,359,254,22,750.0,65,Clear
2016-05-23,65,8.0,60,370,222,56,781.0,65,Clear
2016-05-24,62,14.0,41,391,242,53,803.0,73,Clear
2016-05-25,45,6.0,51,330,238,47,717.0,75,"Rain , Thunderstorm"
2016-05-26,53,6.0,65,359,244,38,765.0,73,Clear
2016-05-27,61,11.0,59,401,231,34,797.0,74,"Rain , Thunderstorm"
2016-05-28,71,9.0,46,393,242,30,791.0,73,Thunderstorm
2016-05-29,64,12.0,46,376,274,26,798.0,71,Clear
2016-05-30,61,8.0,49,378,295,26,817.0,75,Clear
2016-05-31,61,7.0,64,359,214,49,754.0,73,"Rain , Thunderstorm"
2016-06-01,64,13.0,72,391,245,106,891.0,71,Rain
2016-06-02,58,13.0,51,381,244,49,796.0,68,Clear
2016-06-03,77,11.0,64,367,256,42,817.0,70,Clear
2016-06-04,55,8.0,45,344,272,102,826.0,67,Rain
2016-06-05,55,6.0,38,362,248,69,778.0,70,Rain
2016-06-06,58,6.0,58,364,232,72,790.0,71,Clear
2016-06-07,70,8.0,37,354,208,77,754.0,59,Clear
2016-06-08,71,11.0,42,378,189,51,742.0,61,Clear
2016-06-09,59,10.0,51,320,207,76,723.0,63,Rain
2016-06-10,54,4.0,42,396,214,52,762.0,77,"Fog , Rain , Thunderstorm"
2016-06-11,56,16.0,48,388,259,47,814.0,81,Clear
2016-06-12,76,6.0,53,422,271,21,849.0,69,Clear
2016-06-13,43,11.0,48,379,238,74,793.0,70,Clear
2016-06-14,68,8.0,61,374,250,74,835.0,76,Clear
2016-06-15,69,12.0,51,368,229,56,785.0,79,"Rain , Thunderstorm"
2016-06-16,57,12.0,65,403,237,43,817.0,70,Clear
2016-06-17,55,7.0,54,395,258,55,824.0,73,Clear
2016-06-18,47,7.0,40,383,254,30,761.0,73,Clear
2016-06-19,33,15.0,37,384,314,26,809.0,76,Clear
2016-06-20,47,7.0,62,400,282,54,852.0,82,Rain
2016-06-21,44,9.0,59,407,258,45,822.0,74,Clear
2016-06-22,48,18.0,50,356,223,54,749.0,72,"Fog , Rain , Thunderstorm"
2016-06-23,55,15.0,50,390,238,51,799.0,71,Fog
2016-06-24,63,12.0,39,420,227,45,806.0,72,Clear
2016-06-25,45,9.0,49,434,237,36,810.0,77,Clear
2016-06-26,29,9.0,49,386,275,23,771.0,81,Rain
2016-06-27,53,7.0,47,387,225,49,768.0,80,Clear
2016-06-28,63,9.0,49,377,211,57,766.0,64,Clear
2016-06-29,67,9.0,46,399,225,57,803.0,68,Clear
2016-06-30,93,9.0,52,434,210,50,848.0,68,Clear
2016-07-01,83,14.0,57,441,240,106,941.0,66,Clear
2016-07-02,67,8.0,66,357,232,26,756.0,65,Clear
2016-07-03,71,10.0,47,386,237,29,780.0,66,Clear
2016-07-04,54,17.0,55,405,297,16,844.0,73,Clear
2016-07-05,68,6.0,51,420,304,44,893.0,77,Clear
2016-07-06,53,7.0,48,381,211,42,742.0,78,"Rain , Thunderstorm"
2016-07-07,65,11.0,42,407,194,68,787.0,77,Rain
2016-07-08,52,9.0,51,412,219,46,789.0,77,Fog
2016-07-09,43,7.0,39,361,237,40,727.0,72,Clear
2016-07-10,35,10.0,46,386,245,36,758.0,71,Clear
2016-07-11,38,7.0,53,359,205,37,699.0,80,Clear
2016-07-12,52,4.0,60,381,211,69,777.0,81,Clear
2016-07-13,58,4.0,44,378,185,57,726.0,76,"Rain , Thunderstorm"
2016-07-14,63,8.0,56,421,173,46,767.0,78,Clear
2016-07-15,60,7.0,51,458,214,52,842.0,68,Rain
2016-07-16,42,8.0,42,430,220,38,780.0,67,Clear
2016-07-17,46,8.0,46,415,240,30,785.0,72,"Rain , Thunderstorm"
2016-07-18,48,9.0,55,434,202,49,797.0,80,Clear
2016-07-19,58,6.0,50,436,192,49,791.0,80,Clear
2016-07-20,46,8.0,54,439,213,60,820.0,79,Clear
2016-07-21,54,3.0,60,415,194,58,784.0,82,"Rain , Thunderstorm"
2016-07-22,67,8.0,44,399,220,52,790.0,81,Rain
2016-07-23,42,8.0,24,454,240,42,810.0,81,"Rain , Thunderstorm"
2016-07-24,45,7.0,41,406,261,29,789.0,82,"Rain , Thunderstorm"
2016-07-25,60,11.0,50,431,216,57,825.0,81,Clear
2016-07-26,63,5.0,45,472,226,62,873.0,79,Clear
2016-07-27,52,4.0,52,430,211,46,795.0,79,Clear
2016-07-28,60,6.0,45,397,204,61,773.0,77,"Rain , Thunderstorm"
2016-07-29,49,5.0,58,437,199,53,801.0,76,"Rain , Thunderstorm"
2016-07-30,50,11.0,47,513,260,43,924.0,73,Clear
2016-07-31,30,9.0,29,474,236,35,813.0,73,Clear
2016-08-01,43,7.0,59,416,217,113,855.0,75,Clear
2016-08-02,39,6.0,51,396,233,63,788.0,77,Clear
2016-08-03,53,8.0,52,408,190,59,770.0,80,Clear
2016-08-04,47,5.0,60,393,226,59,790.0,81,Rain
2016-08-05,51,12.0,50,459,233,55,860.0,79,Rain
2016-08-06,41,4.0,52,407,281,41,826.0,75,Clear
2016-08-07,48,12.0,38,435,261,42,836.0,73,Clear
2016-08-08,37,8.0,41,436,209,70,801.0,78,Clear
2016-08-09,46,9.0,60,340,207,60,722.0,78,Clear
2016-08-10,42,4.0,51,359,202,61,719.0,79,Clear
2016-08-11,61,7.0,53,448,225,56,850.0,83,Clear
2016-08-12,50,3.0,52,434,165,39,743.0,79,"Rain , Thunderstorm"
2016-08-13,30,13.0,52,453,230,46,824.0,78,Clear
2016-08-14,36,5.0,46,451,276,27,841.0,76,Clear
2016-08-15,37,5.0,58,450,213,76,839.0,73,Clear
2016-08-16,40,7.0,64,428,208,66,813.0,80,Rain
2016-08-17,47,2.0,42,485,224,60,860.0,79,Clear
2016-08-18,58,5.0,54,388,204,55,764.0,78,"Rain , Thunderstorm"
2016-08-19,47,8.0,41,433,213,48,790.0,75,"Rain , Thunderstorm"
2016-08-20,35,7.0,47,439,261,52,841.0,72,"Rain , Thunderstorm"
2016-08-21,31,8.0,39,406,267,33,784.0,67,Clear
2016-08-22,31,5.0,46,423,178,43,726.0,67,Clear
2016-08-23,40,7.0,48,400,211,45,751.0,71,Clear
2016-08-24,40,8.0,57,471,192,54,822.0,77,Rain
2016-08-25,32,7.0,48,461,181,40,769.0,76,"Rain , Thunderstorm"
2016-08-26,43,8.0,46,446,205,54,802.0,74,"Rain , Thunderstorm"
2016-08-27,33,7.0,36,431,264,45,816.0,76,Rain
2016-08-28,38,7.0,37,403,279,41,805.0,77,Thunderstorm
2016-08-29,44,6.0,46,476,255,53,880.0,78,"Rain , Thunderstorm"
2016-08-30,39,6.0,34,427,194,55,755.0,77,"Rain , Thunderstorm"
2016-08-31,41,12.0,49,430,206,37,775.0,70,Clear
2016-09-01,77,7.0,56,492,242,121,995.0,68,Clear
2016-09-02,55,6.0,42,431,206,55,795.0,68,Clear
2016-09-03,68,10.0,48,462,205,33,826.0,66,Clear
2016-09-04,58,9.0,38,384,245,41,775.0,70,Clear
2016-09-05,54,12.0,44,411,260,39,820.0,75,Clear
2016-09-06,42,12.0,57,394,193,61,759.0,83,Clear
2016-09-07,40,7.0,46,354,220,50,717.0,82,"Rain , Thunderstorm"
2016-09-08,39,9.0,50,450,198,45,791.0,76,Rain
2016-09-09,50,6.0,43,428,229,62,818.0,72,Clear
2016-09-10,37,4.0,39,428,222,37,767.0,66,Rain
2016-09-11,33,11.0,36,421,224,30,755.0,64,Clear
2016-09-12,42,9.0,55,425,211,49,791.0,67,Clear
2016-09-13,41,4.0,41,433,213,53,785.0,75,Rain
2016-09-14,61,6.0,62,429,200,59,817.0,69,Rain
2016-09-15,36,10.0,47,443,221,65,822.0,69,Clear
2016-09-16,38,9.0,39,436,210,68,800.0,74,Clear
2016-09-17,39,9.0,43,454,252,36,833.0,74,Rain
2016-09-18,37,14.0,40,401,264,24,780.0,69,Clear
2016-09-19,29,9.0,42,399,187,46,712.0,72,Clear
2016-09-20,39,5.0,51,430,203,61,789.0,75,Rain
2016-09-21,42,8.0,47,378,201,55,731.0,70,"Rain , Thunderstorm"
2016-09-22,60,7.0,48,426,226,59,826.0,73,Clear
2016-09-23,85,9.0,38,424,225,59,840.0,70,Clear
2016-09-24,25,7.0,57,422,267,55,833.0,70,Clear
2016-09-25,27,7.0,47,435,261,32,809.0,74,Rain
2016-09-26,34,8.0,44,427,185,64,762.0,63,Rain
2016-09-27,43,7.0,42,403,199,38,732.0,61,Clear
2016-09-28,37,3.0,33,363,156,42,634.0,55,"Rain , Thunderstorm"
2016-09-29,37,4.0,40,381,175,65,702.0,62,Rain
2016-09-30,38,13.0,45,422,197,57,772.0,62,Rain
2016-10-01,29,8.0,56,448,207,87,835.0,61,"Rain , Thunderstorm"
2016-10-02,28,12.0,38,369,237,22,706.0,61,"Fog , Rain"
2016-10-03,24,8.0,45,428,198,65,768.0,62,Clear
2016-10-04,49,11.0,47,384,187,64,742.0,68,Clear
2016-10-05,53,16.0,67,395,207,64,802.0,70,Clear
2016-10-06,35,11.0,56,401,187,61,751.0,66,"Rain , Thunderstorm"
2016-10-07,41,9.0,66,459,218,68,861.0,59,Clear
2016-10-08,26,10.0,36,397,210,34,713.0,53,Clear
2016-10-09,21,6.0,38,374,216,26,681.0,55,Clear
2016-10-10,36,7.0,38,397,184,54,716.0,58,Clear
2016-10-11,32,8.0,62,360,177,54,693.0,64,Rain
2016-10-12,35,8.0,58,423,182,33,739.0,57,"Rain , Thunderstorm"
2016-10-13,41,7.0,48,341,191,64,692.0,48,Clear
2016-10-14,47,6.0,43,445,214,66,821.0,52,Clear
2016-10-15,39,9.0,52,423,242,54,819.0,62,Rain
2016-10-16,44,5.0,42,381,274,41,787.0,69,"Rain , Thunderstorm"
2016-10-17,45,11.0,60,418,227,55,816.0,75,Clear
2016-10-18,47,15.0,50,378,235,43,768.0,66,Clear
2016-10-19,39,12.0,54,370,201,33,709.0,60,Rain
2016-10-20,38,4.0,40,388,199,45,714.0,51,Clear
2016-10-21,41,6.0,44,414,200,54,759.0,46,Clear
2016-10-22,35,11.0,38,414,206,67,771.0,49,Clear
2016-10-23,41,8.0,45,408,246,35,783.0,57,Clear
2016-10-24,48,7.0,50,410,202,52,769.0,49,Clear
2016-10-25,40,8.0,44,420,176,45,733.0,45,Rain
2016-10-26,29,8.0,43,383,176,58,697.0,48,"Rain , Thunderstorm"
2016-10-27,33,11.0,40,417,178,49,728.0,47,Clear
2016-10-28,37,9.0,35,455,192,73,801.0,52,Clear
2016-10-29,42,9.0,44,409,260,67,831.0,64,Clear
2016-10-30,34,15.0,52,363,270,51,785.0,49,"Rain , Thunderstorm"
2016-10-31,29,12.0,57,479,223,65,865.0,48,Clear
2016-11-01,47,4.0,61,428,237,105,882.0,68,Clear
2016-11-02,24,5.0,37,428,212,38,744.0,60,"Rain , Thunderstorm"
2016-11-03,12,9.0,46,395,270,51,783.0,58,Clear
2016-11-04,22,5.0,38,457,201,59,782.0,52,Clear
2016-11-05,37,9.0,35,452,246,39,818.0,56,Clear
2016-11-06,38,10.0,38,395,239,32,752.0,56,Clear
2016-11-07,30,7.0,52,417,182,45,733.0,54,Clear
2016-11-08,40,11.0,43,317,181,49,641.0,56,Rain
2016-11-09,30,7.0,35,395,171,39,677.0,50,Clear
2016-11-10,34,6.0,48,409,169,51,717.0,52,Clear
2016-11-11,66,5.0,61,445,168,53,798.0,45,Clear
2016-11-12,45,5.0,41,436,218,34,779.0,42,Clear
2016-11-13,40,5.0,44,357,184,28,658.0,46,Clear
2016-11-14,31,9.0,44,362,180,41,667.0,51,Clear
2016-11-15,37,4.0,52,388,174,53,708.0,46,Fog
2016-11-16,49,7.0,39,408,203,62,768.0,50,Clear
2016-11-17,69,5.0,44,449,196,43,806.0,58,Clear
2016-11-18,52,8.0,52,445,177,59,793.0,53,"Rain , Thunderstorm"
2016-11-19,21,5.0,37,397,178,38,676.0,34,Snow
2016-11-20,33,6.0,44,342,193,43,661.0,29,Clear
2016-11-21,38,13.0,49,380,145,58,683.0,32,Clear
2016-11-22,47,15.0,42,403,158,55,720.0,33,Rain
2016-11-23,28,6.0,45,404,149,65,697.0,41,Rain
2016-11-24,8,5.0,42,277,184,18,534.0,39,Rain
2016-11-25,43,6.0,28,385,164,62,688.0,37,Rain
2016-11-26,49,14.0,43,406,175,30,717.0,40,Clear
2016-11-27,49,9.0,48,360,200,27,693.0,38,Rain
2016-11-28,23,2.0,40,425,156,47,693.0,46,Rain
2016-11-29,50,10.0,40,379,164,54,697.0,51,Clear
2016-11-30,46,3.0,34,366,191,56,696.0,40,Rain
2016-12-01,26,10.0,60,413,171,101,781.0,38,Rain
2016-12-02,55,10.0,62,447,196,60,830.0,37,Clear
2016-12-03,34,7.0,39,452,177,48,757.0,32,Clear
2016-12-04,26,5.0,34,320,186,22,593.0,30,"Fog , Snow"
2016-12-05,30,12.0,47,356,166,61,672.0,33,Clear
2016-12-06,44,4.0,40,383,166,51,688.0,33,Fog
2016-12-07,26,4.0,45,372,167,43,657.0,25,Snow
2016-12-08,29,9.0,41,336,145,45,605.0,21,Snow
2016-12-09,40,3.0,53,340,163,66,665.0,22,Snow
2016-12-10,40,5.0,48,331,150,38,612.0,21,Snow
2016-12-11,26,5.0,28,271,152,28,510.0,28,"Fog , Snow"
2016-12-12,39,4.0,48,338,135,63,627.0,20,Clear
2016-12-13,32,9.0,50,300,129,51,571.0,12,Snow
2016-12-14,34,7.0,39,338,140,50,608.0,11,Snow
2016-12-15,23,4.0,39,305,134,71,576.0,4,Clear
2016-12-16,31,2.0,34,386,170,65,688.0,14,"Fog , Snow"
2016-12-17,35,2.0,28,345,151,51,612.0,20,Snow
2016-12-18,32,6.0,33,238,184,33,526.0,6,Snow
2016-12-19,23,,71,333,165,65,657.0,1,Clear
2016-12-20,38,7.0,62,384,144,55,690.0,21,Clear
2016-12-21,39,10.0,48,395,164,70,726.0,28,Clear
2016-12-22,32,3.0,41,399,170,57,702.0,31,Clear
2016-12-23,37,5.0,47,406,173,59,727.0,31,"Rain , Snow"
2016-12-24,14,4.0,35,354,162,33,602.0,36,Clear
2016-12-25,9,1.0,32,247,183,15,487.0,36,"Fog , Rain"
2016-12-26,23,8.0,37,352,189,34,643.0,41,"Fog , Rain"
2016-12-27,39,5.0,38,343,163,72,660.0,24,Clear
2016-12-28,32,7.0,57,412,145,69,722.0,32,Clear
2016-12-29,42,10.0,47,334,155,59,647.0,33,Snow
2016-12-30,38,7.0,58,400,168,70,741.0,31,Clear
2016-12-31,23,4.0,44,388,207,36,702.0,32,Clear
