Date,Consensual,Disturbance,Other,Property,Violent,White-Collar,Total,Temp (F) avg,Event
2017-01-01,21,10.0,76,412,435,113,1067.0,28,Clear
2017-01-02,40,5.0,45,313,156,50,609.0,34,"Fog , Rain"
2017-01-03,47,8.0,43,361,181,74,714.0,29,"Fog , Rain"
2017-01-04,34,2.0,54,327,135,58,610.0,13,Clear
2017-01-05,31,6.0,57,319,133,60,606.0,8,Snow
2017-01-06,38,8.0,41,327,141,39,594.0,5,Clear
2017-01-07,39,6.0,45,311,173,43,617.0,9,Clear
2017-01-08,34,9.0,55,299,166,25,588.0,11,Clear
2017-01-09,53,5.0,51,403,141,54,707.0,26,Snow
2017-01-10,28,4.0,57,379,169,66,703.0,38,Rain
2017-01-11,40,8.0,55,330,171,54,658.0,34,"Fog , Rain , Thunderstorm"
2017-01-12,40,5.0,71,333,150,44,643.0,24,"Rain , Snow"
2017-01-13,50,4.0,58,448,175,63,798.0,22,Clear
2017-01-14,61,5.0,52,333,183,48,682.0,28,Clear
2017-01-15,46,9.0,43,343,173,41,655.0,28,Clear
2017-01-16,31,7.0,40,354,179,40,651.0,34,Rain
2017-01-17,48,7.0,43,390,154,58,700.0,37,"Rain , Thunderstorm"
2017-01-18,41,6.0,51,389,157,61,705.0,33,Rain
2017-01-19,73,6.0,51,375,168,62,735.0,36,Rain
2017-01-20,58,15.0,54,424,183,49,783.0,41,"Fog , Rain"
2017-01-21,64,7.0,49,416,205,44,785.0,50,Fog
2017-01-22,59,11.0,63,374,204,29,740.0,42,"Fog , Rain"
2017-01-23,43,12.0,46,430,195,62,788.0,39,Clear
2017-01-24,41,7.0,51,404,170,59,732.0,36,Clear
2017-01-25,40,6.0,48,410,186,59,749.0,38,"Rain , Snow"
2017-01-26,42,8.0,38,373,166,46,673.0,32,"Rain , Snow"
2017-01-27,78,7.0,61,390,176,66,778.0,28,Snow
2017-01-28,56,7.0,37,400,180,48,728.0,27,Clear
2017-01-29,55,7.0,39,343,160,29,633.0,25,Snow
2017-01-30,37,7.0,46,404,191,69,754.0,26,Snow
2017-01-31,50,14.0,48,396,167,54,729.0,37,Rain
2017-02-01,59,15.0,66,389,194,83,806.0,30,Snow
2017-02-02,41,5.0,41,354,154,74,669.0,19,Clear
2017-02-03,71,7.0,48,342,144,53,665.0,21,Clear
2017-02-04,47,2.0,43,344,170,29,635.0,22,Clear
2017-02-05,43,6.0,41,359,204,38,691.0,31,Clear
2017-02-06,39,7.0,46,401,194,73,760.0,38,"Fog , Rain"
2017-02-07,31,9.0,47,355,178,69,689.0,41,"Fog , Rain , Thunderstorm"
2017-02-08,41,2.0,58,335,170,58,664.0,26,Clear
2017-02-09,55,5.0,52,349,152,53,666.0,19,Clear
2017-02-10,58,10.0,61,356,194,63,742.0,30,Clear
2017-02-11,37,11.0,45,392,173,46,704.0,42,Clear
2017-02-12,43,7.0,39,333,217,37,676.0,39,Clear
2017-02-13,43,9.0,55,386,171,52,716.0,35,Clear
2017-02-14,36,12.0,65,343,210,45,711.0,41,Clear
2017-02-15,51,7.0,55,329,180,46,668.0,31,Clear
2017-02-16,51,8.0,44,355,163,49,670.0,36,Clear
2017-02-17,67,10.0,61,425,191,71,825.0,47,Clear
2017-02-18,60,9.0,57,360,216,42,744.0,55,Clear
2017-02-19,39,8.0,34,355,207,29,672.0,52,Clear
2017-02-20,53,8.0,45,362,197,45,710.0,56,Clear
2017-02-21,47,12.0,50,331,187,48,675.0,58,Rain
2017-02-22,50,9.0,65,314,213,48,699.0,59,Fog
2017-02-23,77,7.0,64,289,163,51,651.0,49,Rain
2017-02-24,50,8.0,48,321,177,52,656.0,37,"Rain , Thunderstorm"
2017-02-25,50,3.0,34,307,162,37,593.0,28,Snow
2017-02-26,51,3.0,51,270,166,33,574.0,35,Rain
2017-02-27,41,2.0,45,308,179,54,629.0,41,Clear
2017-02-28,40,6.0,31,320,165,63,625.0,54,"Rain , Thunderstorm"
2017-03-01,48,8.0,69,308,169,107,709.0,43,"Fog , Rain , Snow"
2017-03-02,71,3.0,55,274,164,57,624.0,31,Snow
2017-03-03,60,7.0,45,326,169,66,673.0,27,Clear
2017-03-04,60,8.0,36,305,180,44,633.0,35,Snow
2017-03-05,48,11.0,45,336,186,28,654.0,46,Clear
2017-03-06,41,5.0,44,349,190,52,681.0,59,Clear
2017-03-07,39,9.0,59,318,197,58,680.0,55,"Rain , Thunderstorm"
2017-03-08,61,7.0,51,286,195,65,665.0,47,Clear
2017-03-09,61,8.0,49,333,178,45,674.0,36,Clear
2017-03-10,53,12.0,56,316,171,55,663.0,30,Clear
2017-03-11,46,4.0,53,320,197,33,653.0,25,Clear
2017-03-12,44,4.0,52,248,163,39,550.0,27,Snow
2017-03-13,31,6.0,44,248,166,44,539.0,28,"Fog , Snow"
2017-03-14,27,5.0,41,206,132,55,466.0,24,"Fog , Snow , Thunderstorm"
2017-03-15,51,7.0,44,281,166,54,603.0,25,Clear
2017-03-16,50,10.0,53,321,183,46,663.0,30,Clear
2017-03-17,55,8.0,54,359,180,51,707.0,43,"Rain , Snow"
2017-03-18,36,9.0,39,355,200,35,674.0,39,Clear
2017-03-19,52,6.0,41,265,204,36,604.0,41,Clear
2017-03-20,42,7.0,51,331,196,62,689.0,46,"Rain , Thunderstorm"
2017-03-21,53,6.0,49,301,187,50,646.0,44,Clear
2017-03-22,44,6.0,38,328,195,34,645.0,33,Clear
2017-03-23,58,4.0,45,318,185,52,662.0,40,"Rain , Thunderstorm"
2017-03-24,66,6.0,49,379,221,56,777.0,62,"Rain , Thunderstorm"
2017-03-25,52,8.0,52,340,207,32,691.0,44,Rain
2017-03-26,50,10.0,48,332,221,41,702.0,55,Rain
2017-03-27,47,13.0,53,341,206,57,717.0,47,"Fog , Rain"
2017-03-28,39,10.0,47,333,196,48,673.0,43,Clear
2017-03-29,41,7.0,55,337,180,49,669.0,42,"Fog , Rain"
2017-03-30,50,9.0,43,347,183,52,684.0,42,"Rain , Thunderstorm"
2017-03-31,59,10.0,60,377,205,61,772.0,40,Rain
2017-04-01,45,9.0,50,407,203,74,788.0,47,Clear
2017-04-02,36,8.0,48,340,226,31,689.0,52,Rain
2017-04-03,42,5.0,41,355,184,60,687.0,50,Rain
2017-04-04,49,9.0,77,314,206,53,708.0,50,Rain
2017-04-05,26,8.0,47,320,176,54,631.0,44,Rain
2017-04-06,40,6.0,45,340,188,44,663.0,45,Rain
2017-04-07,61,7.0,56,357,165,54,700.0,46,Clear
2017-04-08,53,5.0,40,344,203,48,693.0,53,Clear
2017-04-09,58,6.0,48,351,264,31,758.0,67,Clear
2017-04-10,44,10.0,60,312,178,75,679.0,60,"Rain , Thunderstorm"
2017-04-11,78,7.0,63,331,172,50,701.0,48,Fog
2017-04-12,37,13.0,54,367,192,61,724.0,49,Clear
2017-04-13,51,7.0,45,333,170,56,662.0,52,Rain
2017-04-14,63,9.0,57,367,212,61,769.0,57,Rain
2017-04-15,47,15.0,44,396,254,55,811.0,72,Clear
2017-04-16,39,7.0,51,313,249,25,684.0,63,"Rain , Thunderstorm"
2017-04-17,38,8.0,63,352,223,54,738.0,57,Clear
2017-04-18,69,10.0,61,342,212,40,734.0,59,Clear
2017-04-19,52,7.0,52,389,197,57,754.0,58,"Rain , Thunderstorm"
2017-04-20,56,9.0,42,374,189,41,711.0,61,Clear
2017-04-21,83,4.0,74,394,202,56,813.0,49,Clear
2017-04-22,53,8.0,54,324,220,41,700.0,49,Clear
2017-04-23,55,7.0,52,335,226,27,702.0,55,Clear
2017-04-24,47,10.0,43,351,232,49,732.0,57,Clear
2017-04-25,57,11.0,53,381,201,53,756.0,66,Clear
2017-04-26,67,12.0,55,339,244,39,756.0,67,Rain
2017-04-27,54,10.0,63,337,201,49,714.0,52,Rain
2017-04-28,83,21.0,48,369,251,56,828.0,50,Rain
2017-04-29,37,7.0,41,325,164,39,613.0,43,"Rain , Thunderstorm"
2017-04-30,48,3.0,48,336,190,30,655.0,45,"Rain , Thunderstorm"
2017-05-01,41,6.0,73,369,213,112,814.0,51,Rain
2017-05-02,48,10.0,51,320,195,61,685.0,46,Rain
2017-05-03,52,8.0,57,354,215,53,739.0,46,Clear
2017-05-04,57,5.0,39,373,213,53,740.0,49,Clear
2017-05-05,68,12.0,63,353,233,64,793.0,51,Rain
2017-05-06,46,4.0,42,367,208,40,707.0,51,Rain
2017-05-07,24,10.0,40,311,221,24,630.0,48,Clear
2017-05-08,53,11.0,54,353,174,58,703.0,46,Rain
2017-05-09,50,5.0,53,348,200,49,705.0,52,Rain
2017-05-10,37,10.0,51,346,170,45,659.0,56,"Rain , Thunderstorm"
2017-05-11,58,5.0,42,377,213,35,730.0,57,Clear
2017-05-12,66,6.0,68,415,234,58,847.0,59,Clear
2017-05-13,61,14.0,52,351,208,37,723.0,65,Clear
2017-05-14,49,9.0,46,330,246,27,707.0,61,Clear
2017-05-15,55,10.0,59,422,247,74,867.0,66,Thunderstorm
2017-05-16,57,5.0,45,363,236,40,746.0,74,Clear
2017-05-17,52,9.0,43,400,286,38,828.0,73,"Rain , Thunderstorm"
2017-05-18,44,6.0,47,370,246,62,775.0,63,"Rain , Thunderstorm"
2017-05-19,59,4.0,44,407,203,59,776.0,47,Rain
2017-05-20,58,6.0,47,342,171,40,664.0,56,"Rain , Thunderstorm"
2017-05-21,56,8.0,60,357,283,25,789.0,58,"Rain , Thunderstorm"
2017-05-22,50,11.0,53,388,236,55,793.0,61,Clear
2017-05-23,58,9.0,58,347,218,42,732.0,59,Rain
2017-05-24,52,8.0,49,414,194,42,759.0,58,Rain
2017-05-25,46,9.0,61,361,228,54,759.0,61,Clear
2017-05-26,64,14.0,66,379,197,44,764.0,62,Rain
2017-05-27,78,22.0,33,380,249,39,801.0,65,Clear
2017-05-28,43,11.0,59,308,254,29,704.0,67,Thunderstorm
2017-05-29,57,11.0,52,354,263,28,765.0,66,Clear
2017-05-30,41,15.0,61,398,245,52,812.0,64,Rain
2017-05-31,51,9.0,58,352,219,46,735.0,63,Clear
2017-06-01,56,10.0,59,373,231,89,818.0,66,Clear
2017-06-02,60,6.0,44,432,245,51,838.0,70,Clear
2017-06-03,53,8.0,48,417,253,43,822.0,71,Clear
2017-06-04,52,9.0,40,398,283,36,818.0,79,Clear
2017-06-05,36,8.0,35,370,228,54,731.0,67,Clear
2017-06-06,48,8.0,45,411,243,64,819.0,65,Clear
2017-06-07,43,11.0,44,391,235,58,782.0,67,Clear
2017-06-08,40,13.0,49,400,211,55,768.0,68,Rain
2017-06-09,66,10.0,44,410,237,47,814.0,76,"Rain , Thunderstorm"
2017-06-10,55,5.0,46,382,254,39,781.0,77,Clear
2017-06-11,43,7.0,48,391,289,34,812.0,83,Clear
2017-06-12,54,3.0,43,369,228,42,739.0,84,Clear
2017-06-13,44,10.0,53,419,219,61,806.0,78,Thunderstorm
2017-06-14,32,6.0,52,409,213,50,762.0,80,"Rain , Thunderstorm"
2017-06-15,46,11.0,45,429,219,62,812.0,80,"Rain , Thunderstorm"
2017-06-16,59,11.0,57,394,245,65,831.0,77,"Rain , Thunderstorm"
2017-06-17,45,6.0,35,428,254,55,823.0,78,"Rain , Thunderstorm"
2017-06-18,32,10.0,39,380,287,34,782.0,74,Rain
2017-06-19,48,8.0,54,383,216,34,743.0,71,"Rain , Hail , Thunderstorm"
2017-06-20,45,8.0,36,441,224,47,801.0,69,Rain
2017-06-21,59,9.0,61,410,191,52,782.0,68,Clear
2017-06-22,40,9.0,47,445,206,68,815.0,78,Clear
2017-06-23,54,6.0,44,424,196,52,776.0,75,"Rain , Thunderstorm"
2017-06-24,52,4.0,44,415,258,44,817.0,67,Rain
2017-06-25,35,4.0,50,383,295,28,795.0,63,Clear
2017-06-26,43,11.0,54,411,216,50,785.0,65,Clear
2017-06-27,54,8.0,45,397,220,44,768.0,64,Clear
2017-06-28,44,7.0,45,378,183,44,701.0,69,"Fog , Rain , Thunderstorm"
2017-06-29,41,8.0,49,407,216,53,774.0,74,"Rain , Thunderstorm"
2017-06-30,54,9.0,51,402,214,42,772.0,74,Clear
2017-07-01,62,9.0,72,407,255,80,885.0,74,Clear
2017-07-02,56,12.0,45,395,248,21,777.0,76,Clear
2017-07-03,81,9.0,46,434,219,70,859.0,73,Clear
2017-07-04,51,15.0,51,388,257,31,793.0,74,Clear
2017-07-05,55,13.0,52,421,259,51,851.0,77,Thunderstorm
2017-07-06,46,9.0,46,410,219,44,774.0,81,Clear
2017-07-07,47,13.0,33,376,220,67,756.0,76,"Rain , Thunderstorm"
2017-07-08,51,9.0,48,374,231,45,758.0,71,Clear
2017-07-09,52,10.0,45,407,282,25,821.0,75,Clear
2017-07-10,64,8.0,49,408,192,58,779.0,76,"Rain , Thunderstorm"
2017-07-11,47,11.0,51,395,205,58,767.0,78,"Rain , Thunderstorm"
2017-07-12,39,4.0,47,387,170,40,687.0,75,"Rain , Thunderstorm"
2017-07-13,63,7.0,41,428,227,46,812.0,79,"Rain , Thunderstorm"
2017-07-14,55,14.0,40,406,229,50,794.0,68,Clear
2017-07-15,60,8.0,56,444,255,59,882.0,71,Clear
2017-07-16,58,10.0,44,401,267,32,812.0,69,Rain
2017-07-17,42,9.0,58,470,197,59,835.0,68,Clear
2017-07-18,55,8.0,53,395,214,63,788.0,75,Clear
2017-07-19,64,9.0,46,396,199,51,765.0,79,"Rain , Thunderstorm"
2017-07-20,50,4.0,52,401,201,49,757.0,79,"Rain , Thunderstorm"
2017-07-21,53,12.0,41,411,198,42,757.0,81,"Rain , Thunderstorm"
2017-07-22,47,3.0,38,393,232,37,750.0,80,"Rain , Thunderstorm"
2017-07-23,42,11.0,42,418,292,37,842.0,80,"Rain , Thunderstorm"
2017-07-24,45,5.0,61,392,201,75,779.0,70,Clear
2017-07-25,49,8.0,65,461,195,67,845.0,72,Clear
2017-07-26,55,11.0,52,382,199,51,750.0,75,Rain
2017-07-27,48,8.0,49,424,217,45,791.0,76,Rain
2017-07-28,49,6.0,50,469,211,64,849.0,73,Clear
2017-07-29,55,5.0,52,379,264,38,793.0,72,Clear
2017-07-30,50,9.0,45,394,285,33,816.0,73,Clear
2017-07-31,46,12.0,56,414,206,49,783.0,76,Clear
2017-08-01,50,3.0,84,480,215,75,907.0,77,"Rain , Thunderstorm"
2017-08-02,51,8.0,68,377,212,51,767.0,77,"Rain , Thunderstorm"
2017-08-03,51,8.0,45,453,224,64,845.0,73,"Rain , Thunderstorm"
2017-08-04,60,9.0,52,531,195,75,922.0,62,Clear
2017-08-05,41,7.0,60,534,223,59,924.0,70,Clear
2017-08-06,50,7.0,49,450,280,28,864.0,70,Clear
2017-08-07,54,7.0,42,422,195,51,771.0,69,Clear
2017-08-08,65,8.0,48,391,196,56,764.0,71,Clear
2017-08-09,54,9.0,51,379,218,59,770.0,72,Clear
2017-08-10,45,7.0,45,430,207,53,787.0,73,"Rain , Thunderstorm"
2017-08-11,49,9.0,36,432,201,38,765.0,72,Clear
2017-08-12,56,8.0,28,426,245,48,811.0,69,Clear
2017-08-13,37,7.0,49,370,237,29,729.0,69,Clear
2017-08-14,43,7.0,43,454,218,46,811.0,73,Clear
2017-08-15,34,6.0,38,468,195,47,788.0,76,Clear
2017-08-16,35,9.0,46,424,217,61,792.0,78,"Rain , Thunderstorm"
2017-08-17,45,8.0,56,412,189,54,764.0,77,Rain
2017-08-18,65,8.0,57,442,236,45,853.0,75,Clear
2017-08-19,57,16.0,42,457,270,47,889.0,75,Clear
2017-08-20,39,7.0,50,393,252,30,771.0,77,"Rain , Thunderstorm"
2017-08-21,32,9.0,37,397,224,50,749.0,79,"Rain , Thunderstorm"
2017-08-22,46,7.0,46,422,212,44,777.0,73,Rain
2017-08-23,49,8.0,47,408,193,40,745.0,70,Clear
2017-08-24,54,9.0,54,439,182,60,798.0,66,Clear
2017-08-25,94,6.0,31,388,192,53,764.0,63,Clear
2017-08-26,45,8.0,42,406,236,42,779.0,67,Rain
2017-08-27,33,9.0,39,395,249,28,753.0,70,Thunderstorm
2017-08-28,45,10.0,40,359,173,60,687.0,72,"Rain , Thunderstorm"
2017-08-29,65,15.0,41,366,189,48,724.0,69,Rain
2017-08-30,72,13.0,34,413,201,50,783.0,71,Clear
2017-08-31,77,15.0,47,328,209,51,727.0,69,Clear
2017-09-01,79,8.0,58,413,207,90,855.0,60,Clear
2017-09-02,74,8.0,49,386,214,35,766.0,63,Rain
2017-09-03,68,8.0,47,350,246,34,753.0,71,Clear
2017-09-04,66,6.0,53,316,245,27,713.0,72,Rain
2017-09-05,67,5.0,36,324,200,67,699.0,62,Rain
2017-09-06,47,10.0,33,336,162,57,645.0,58,Clear
2017-09-07,48,7.0,34,388,193,55,725.0,62,Clear
2017-09-08,40,11.0,42,361,199,46,699.0,64,Rain
2017-09-09,39,10.0,39,369,219,54,730.0,63,Clear
2017-09-10,41,9.0,39,358,252,37,736.0,60,Clear
2017-09-11,41,8.0,46,354,176,60,685.0,64,Clear
2017-09-12,55,6.0,38,366,197,58,720.0,66,Clear
2017-09-13,45,9.0,37,369,192,50,702.0,68,Clear
2017-09-14,44,3.0,44,368,211,60,730.0,70,Fog
2017-09-15,43,8.0,35,429,232,54,801.0,75,Clear
2017-09-16,53,12.0,45,431,247,40,828.0,77,Clear
2017-09-17,30,9.0,38,410,282,40,809.0,75,Clear
2017-09-18,34,11.0,42,394,227,64,772.0,68,Clear
2017-09-19,44,7.0,40,363,207,44,705.0,72,Rain
2017-09-20,49,11.0,48,409,246,61,824.0,77,Clear
2017-09-21,48,11.0,39,416,228,59,801.0,83,Clear
2017-09-22,59,6.0,46,403,236,43,793.0,83,Clear
2017-09-23,45,15.0,39,411,273,45,828.0,84,Clear
2017-09-24,41,4.0,43,398,281,39,806.0,82,Clear
2017-09-25,54,7.0,50,410,237,60,818.0,80,Clear
2017-09-26,48,8.0,48,375,212,55,746.0,81,Clear
2017-09-27,52,4.0,34,367,213,49,719.0,64,Clear
2017-09-28,45,6.0,45,359,211,45,711.0,64,Clear
2017-09-29,64,10.0,34,421,219,56,804.0,63,Clear
2017-09-30,45,6.0,29,385,225,51,741.0,61,Clear
2017-10-01,41,4.0,53,381,260,49,788.0,60,Clear
2017-10-02,41,8.0,42,396,208,52,747.0,71,Clear
2017-10-03,47,11.0,55,388,189,46,736.0,73,Clear
2017-10-04,44,8.0,43,403,193,45,736.0,67,Rain
2017-10-05,52,9.0,50,377,205,51,744.0,66,Rain
2017-10-06,52,5.0,47,386,202,55,747.0,65,Rain
2017-10-07,30,8.0,35,398,198,38,707.0,70,Rain
2017-10-08,33,12.0,25,365,250,30,715.0,66,Clear
2017-10-09,34,14.0,38,394,214,48,742.0,67,Clear
2017-10-10,32,10.0,46,373,180,53,694.0,61,Rain
2017-10-11,40,7.0,29,344,153,38,611.0,59,Rain
2017-10-12,46,7.0,52,394,198,67,764.0,58,Rain
2017-10-13,50,10.0,37,407,216,46,766.0,64,Clear
2017-10-14,26,4.0,38,353,188,33,642.0,64,"Rain , Thunderstorm"
2017-10-15,25,6.0,20,352,195,37,635.0,58,Rain
2017-10-16,31,10.0,47,422,196,48,754.0,53,Clear
2017-10-17,49,3.0,41,352,196,65,706.0,60,Clear
2017-10-18,48,9.0,46,399,212,56,770.0,59,Clear
2017-10-19,33,11.0,46,402,219,55,766.0,61,Clear
2017-10-20,51,5.0,40,459,228,57,840.0,65,Clear
2017-10-21,46,10.0,41,410,247,52,806.0,69,Clear
2017-10-22,41,7.0,37,385,232,30,732.0,61,Rain
2017-10-23,40,4.0,59,399,168,58,728.0,52,Rain
2017-10-24,48,6.0,39,378,165,47,683.0,46,Rain
2017-10-25,50,9.0,41,376,186,48,710.0,46,Clear
2017-10-26,61,11.0,39,378,194,59,742.0,48,Clear
2017-10-27,41,12.0,47,460,187,65,812.0,45,Clear
2017-10-28,36,8.0,48,388,189,48,717.0,38,Rain
2017-10-29,44,7.0,41,362,205,31,690.0,40,Clear
2017-10-30,47,7.0,37,376,187,50,704.0,44,Clear
2017-10-31,28,5.0,67,395,203,46,744.0,37,Clear
2017-11-01,44,7.0,46,376,205,79,757.0,40,Rain
2017-11-02,36,9.0,49,381,200,42,717.0,48,Rain
2017-11-03,48,5.0,37,441,179,72,782.0,43,Clear
2017-11-04,46,10.0,44,404,210,38,752.0,46,"Fog , Rain , Thunderstorm"
2017-11-05,52,6.0,36,389,242,45,770.0,47,"Fog , Rain"
2017-11-06,43,12.0,49,388,181,41,714.0,38,Clear
2017-11-07,45,15.0,46,356,171,41,674.0,39,Clear
2017-11-08,41,4.0,40,414,217,39,755.0,38,Clear
2017-11-09,54,7.0,48,315,173,50,647.0,34,Clear
2017-11-10,47,8.0,44,350,166,57,672.0,24,Snow
2017-11-11,37,6.0,34,373,191,45,686.0,32,Clear
2017-11-12,31,4.0,39,355,205,29,663.0,38,Rain
2017-11-13,40,10.0,42,371,189,61,713.0,36,Clear
2017-11-14,49,6.0,54,370,166,47,692.0,40,Clear
2017-11-15,43,3.0,52,367,184,52,701.0,44,Rain
2017-11-16,62,6.0,46,422,163,50,749.0,36,Clear
2017-11-17,51,6.0,48,397,163,54,719.0,42,"Rain , Thunderstorm"
2017-11-18,34,6.0,35,394,181,41,691.0,42,"Rain , Snow"
2017-11-19,39,5.0,26,361,223,32,686.0,34,Clear
2017-11-20,51,4.0,32,425,188,51,751.0,41,Clear
2017-11-21,45,5.0,39,373,168,39,669.0,36,Rain
2017-11-22,49,5.0,37,360,142,53,646.0,29,Clear
2017-11-23,15,3.0,24,290,185,25,542.0,39,Clear
2017-11-24,42,2.0,45,371,165,53,678.0,48,Clear
2017-11-25,41,4.0,43,394,203,26,711.0,44,Clear
2017-11-26,40,7.0,39,357,190,29,662.0,38,Clear
2017-11-27,34,6.0,47,429,194,58,768.0,44,Clear
2017-11-28,65,10.0,49,389,191,73,777.0,52,Clear
2017-11-29,44,6.0,54,408,192,60,764.0,41,Clear
2017-11-30,59,6.0,40,400,170,64,739.0,47,Clear
2017-12-01,53,6.0,51,435,224,65,834.0,41,Clear
2017-12-02,56,7.0,38,407,196,47,751.0,44,Clear
2017-12-03,25,9.0,36,352,222,31,675.0,44,Clear
2017-12-04,58,3.0,34,445,211,54,805.0,55,"Rain , Thunderstorm"
2017-12-05,44,8.0,43,360,172,69,696.0,36,Clear
2017-12-06,43,4.0,51,361,193,53,705.0,31,Clear
2017-12-07,32,5.0,37,334,160,52,620.0,24,Snow
2017-12-08,41,6.0,38,394,198,50,727.0,28,Snow
2017-12-09,31,10.0,29,365,175,45,655.0,26,Snow
2017-12-10,37,10.0,44,346,181,42,660.0,28,Clear
2017-12-11,27,8.0,52,405,178,59,729.0,31,Snow
2017-12-12,31,5.0,38,355,177,67,673.0,24,Snow
2017-12-13,42,2.0,48,363,181,54,690.0,30,Snow
2017-12-14,28,4.0,46,379,185,61,703.0,22,Snow
2017-12-15,32,7.0,73,387,186,71,756.0,29,Snow
2017-12-16,47,6.0,38,419,199,58,767.0,37,Clear
2017-12-17,50,6.0,31,378,198,58,721.0,36,Clear
2017-12-18,33,3.0,54,396,169,64,719.0,43,Rain
2017-12-19,33,6.0,51,430,185,46,751.0,43,Clear
2017-12-20,47,9.0,43,375,173,43,690.0,32,Clear
2017-12-21,43,6.0,35,412,175,62,733.0,36,Clear
2017-12-22,48,9.0,38,436,179,61,771.0,36,Clear
2017-12-23,30,4.0,38,391,207,40,710.0,26,Clear
2017-12-24,14,1.0,20,291,149,21,496.0,20,"Fog , Snow"
2017-12-25,5,1.0,21,190,160,14,391.0,12,Snow
2017-12-26,25,9.0,36,269,136,46,521.0,1,Clear
2017-12-27,32,3.0,40,266,127,43,511.0,2,Clear
2017-12-28,37,6.0,41,331,122,51,588.0,8,Snow
2017-12-29,31,6.0,37,302,139,45,560.0,12,Snow
2017-12-30,36,6.0,35,302,173,60,612.0,7,Snow
2017-12-31,32,3.0,25,287,171,23,541.0,6,Clear
