Date,Consensual,Disturbance,Other,Property,Violent,White-Collar
2016-12-29,42.0,10.0,47.0,334.0,155.0,59.0
2016-12-30,38.0,7.0,58.0,400.0,168.0,70.0
2016-12-31,23.0,4.0,44.0,388.0,207.0,36.0
2017-01-01,21.0,10.0,76.0,412.0,435.0,113.0
2017-01-02,40.0,5.0,45.0,313.0,156.0,50.0
2017-01-03,47.0,8.0,43.0,361.0,181.0,74.0
2017-01-04,34.0,2.0,54.0,327.0,135.0,58.0
2017-01-05,31.0,6.0,57.0,319.0,133.0,60.0
2017-01-06,38.0,8.0,41.0,327.0,141.0,39.0
2017-01-07,39.0,6.0,45.0,311.0,173.0,43.0
2017-01-08,34.0,9.0,55.0,299.0,166.0,25.0
2017-01-09,53.0,5.0,51.0,403.0,141.0,54.0
2017-01-10,28.0,4.0,57.0,379.0,169.0,66.0
2017-01-11,40.0,8.0,55.0,330.0,171.0,54.0
2017-01-12,40.0,5.0,71.0,333.0,150.0,44.0
2017-01-13,50.0,4.0,58.0,448.0,175.0,63.0
2017-01-14,61.0,5.0,52.0,333.0,183.0,48.0
2017-01-15,46.0,9.0,43.0,343.0,173.0,41.0
2017-01-16,31.0,7.0,40.0,354.0,179.0,40.0
2017-01-17,48.0,7.0,43.0,390.0,154.0,58.0
2017-01-18,41.0,6.0,51.0,389.0,157.0,61.0
2017-01-19,73.0,6.0,51.0,375.0,168.0,62.0
2017-01-20,58.0,15.0,54.0,424.0,183.0,49.0
2017-01-21,64.0,7.0,49.0,416.0,205.0,44.0
2017-01-22,59.0,11.0,63.0,374.0,204.0,29.0
2017-01-23,43.0,12.0,46.0,430.0,195.0,62.0
2017-01-24,41.0,7.0,51.0,404.0,170.0,59.0
2017-01-25,40.0,6.0,48.0,410.0,186.0,59.0
2017-01-26,42.0,8.0,38.0,373.0,166.0,46.0
2017-01-27,78.0,7.0,61.0,390.0,176.0,66.0
2017-01-28,56.0,7.0,37.0,400.0,180.0,48.0
2017-01-29,55.0,7.0,39.0,343.0,160.0,29.0
2017-01-30,37.0,7.0,46.0,404.0,191.0,69.0
2017-01-31,50.0,14.0,48.0,396.0,167.0,54.0
2017-02-01,59.0,15.0,66.0,389.0,194.0,83.0
2017-02-02,41.0,5.0,41.0,354.0,154.0,74.0
2017-02-03,71.0,7.0,48.0,342.0,144.0,53.0
2017-02-04,47.0,2.0,43.0,344.0,170.0,29.0
2017-02-05,43.0,6.0,41.0,359.0,204.0,38.0
2017-02-06,39.0,7.0,46.0,401.0,194.0,73.0
2017-02-07,31.0,9.0,47.0,355.0,178.0,69.0
2017-02-08,41.0,2.0,58.0,335.0,170.0,58.0
2017-02-09,55.0,5.0,52.0,349.0,152.0,53.0
2017-02-10,58.0,10.0,61.0,356.0,194.0,63.0
2017-02-11,37.0,11.0,45.0,392.0,173.0,46.0
2017-02-12,43.0,7.0,39.0,333.0,217.0,37.0
2017-02-13,43.0,9.0,55.0,386.0,171.0,52.0
2017-02-14,36.0,12.0,65.0,343.0,210.0,45.0
2017-02-15,51.0,7.0,55.0,329.0,180.0,46.0
2017-02-16,51.0,8.0,44.0,355.0,163.0,49.0
2017-02-17,67.0,10.0,61.0,425.0,191.0,71.0
2017-02-18,60.0,9.0,57.0,360.0,216.0,42.0
2017-02-19,39.0,8.0,34.0,355.0,207.0,29.0
2017-02-20,53.0,8.0,45.0,362.0,197.0,45.0
2017-02-21,47.0,12.0,50.0,331.0,187.0,48.0
2017-02-22,50.0,9.0,65.0,314.0,213.0,48.0
2017-02-23,77.0,7.0,64.0,289.0,163.0,51.0
2017-02-24,50.0,8.0,48.0,321.0,177.0,52.0
2017-02-25,50.0,3.0,34.0,307.0,162.0,37.0
2017-02-26,51.0,3.0,51.0,270.0,166.0,33.0
2017-02-27,41.0,2.0,45.0,308.0,179.0,54.0
2017-02-28,40.0,6.0,31.0,320.0,165.0,63.0
2017-03-01,48.0,8.0,69.0,308.0,169.0,107.0
2017-03-02,71.0,3.0,55.0,274.0,164.0,57.0
2017-03-03,60.0,7.0,45.0,326.0,169.0,66.0
2017-03-04,60.0,8.0,36.0,305.0,180.0,44.0
2017-03-05,48.0,11.0,45.0,336.0,186.0,28.0
2017-03-06,41.0,5.0,44.0,349.0,190.0,52.0
2017-03-07,39.0,9.0,59.0,318.0,197.0,58.0
2017-03-08,61.0,7.0,51.0,286.0,195.0,65.0
2017-03-09,61.0,8.0,49.0,333.0,178.0,45.0
2017-03-10,53.0,12.0,56.0,316.0,171.0,55.0
2017-03-11,46.0,4.0,53.0,320.0,197.0,33.0
2017-03-12,44.0,4.0,52.0,248.0,163.0,39.0
2017-03-13,31.0,6.0,44.0,248.0,166.0,44.0
2017-03-14,27.0,5.0,41.0,206.0,132.0,55.0
2017-03-15,51.0,7.0,44.0,281.0,166.0,54.0
2017-03-16,50.0,10.0,53.0,321.0,183.0,46.0
2017-03-17,55.0,8.0,54.0,359.0,180.0,51.0
2017-03-18,36.0,9.0,39.0,355.0,200.0,35.0
2017-03-19,52.0,6.0,41.0,265.0,204.0,36.0
2017-03-20,42.0,7.0,51.0,331.0,196.0,62.0
2017-03-21,53.0,6.0,49.0,301.0,187.0,50.0
2017-03-22,44.0,6.0,38.0,328.0,195.0,34.0
2017-03-23,58.0,4.0,45.0,318.0,185.0,52.0
2017-03-24,66.0,6.0,49.0,379.0,221.0,56.0
2017-03-25,52.0,8.0,52.0,340.0,207.0,32.0
2017-03-26,50.0,10.0,48.0,332.0,221.0,41.0
2017-03-27,47.0,13.0,53.0,341.0,206.0,57.0
2017-03-28,39.0,10.0,47.0,333.0,196.0,48.0
2017-03-29,41.0,7.0,55.0,337.0,180.0,49.0
2017-03-30,50.0,9.0,43.0,347.0,183.0,52.0
2017-03-31,59.0,10.0,60.0,377.0,205.0,61.0
2017-04-01,45.0,9.0,50.0,407.0,203.0,74.0
2017-04-02,36.0,8.0,48.0,340.0,226.0,31.0
2017-04-03,42.0,5.0,41.0,355.0,184.0,60.0
2017-04-04,49.0,9.0,77.0,314.0,206.0,53.0
2017-04-05,26.0,8.0,47.0,320.0,176.0,54.0
2017-04-06,40.0,6.0,45.0,340.0,188.0,44.0
2017-04-07,61.0,7.0,56.0,357.0,165.0,54.0
2017-04-08,53.0,5.0,40.0,344.0,203.0,48.0
2017-04-09,58.0,6.0,48.0,351.0,264.0,31.0
2017-04-10,44.0,10.0,60.0,312.0,178.0,75.0
2017-04-11,78.0,7.0,63.0,331.0,172.0,50.0
2017-04-12,37.0,13.0,54.0,367.0,192.0,61.0
2017-04-13,51.0,7.0,45.0,333.0,170.0,56.0
2017-04-14,63.0,9.0,57.0,367.0,212.0,61.0
2017-04-15,47.0,15.0,44.0,396.0,254.0,55.0
2017-04-16,39.0,7.0,51.0,313.0,249.0,25.0
2017-04-17,38.0,8.0,63.0,352.0,223.0,54.0
2017-04-18,69.0,10.0,61.0,342.0,212.0,40.0
2017-04-19,52.0,7.0,52.0,389.0,197.0,57.0
2017-04-20,56.0,9.0,42.0,374.0,189.0,41.0
2017-04-21,83.0,4.0,74.0,394.0,202.0,56.0
2017-04-22,53.0,8.0,54.0,324.0,220.0,41.0
2017-04-23,55.0,7.0,52.0,335.0,226.0,27.0
2017-04-24,47.0,10.0,43.0,351.0,232.0,49.0
2017-04-25,57.0,11.0,53.0,381.0,201.0,53.0
2017-04-26,67.0,12.0,55.0,339.0,244.0,39.0
2017-04-27,54.0,10.0,63.0,337.0,201.0,49.0
2017-04-28,83.0,21.0,48.0,369.0,251.0,56.0
2017-04-29,37.0,7.0,41.0,325.0,164.0,39.0
2017-04-30,48.0,3.0,48.0,336.0,190.0,30.0
2017-05-01,41.0,6.0,73.0,369.0,213.0,112.0
2017-05-02,48.0,10.0,51.0,320.0,195.0,61.0
2017-05-03,52.0,8.0,57.0,354.0,215.0,53.0
2017-05-04,57.0,5.0,39.0,373.0,213.0,53.0
2017-05-05,68.0,12.0,63.0,353.0,233.0,64.0
2017-05-06,46.0,4.0,42.0,367.0,208.0,40.0
2017-05-07,24.0,10.0,40.0,311.0,221.0,24.0
2017-05-08,53.0,11.0,54.0,353.0,174.0,58.0
2017-05-09,50.0,5.0,53.0,348.0,200.0,49.0
2017-05-10,37.0,10.0,51.0,346.0,170.0,45.0
2017-05-11,58.0,5.0,42.0,377.0,213.0,35.0
2017-05-12,66.0,6.0,68.0,415.0,234.0,58.0
2017-05-13,61.0,14.0,52.0,351.0,208.0,37.0
2017-05-14,49.0,9.0,46.0,330.0,246.0,27.0
2017-05-15,55.0,10.0,59.0,422.0,247.0,74.0
2017-05-16,57.0,5.0,45.0,363.0,236.0,40.0
2017-05-17,52.0,9.0,43.0,400.0,286.0,38.0
2017-05-18,44.0,6.0,47.0,370.0,246.0,62.0
2017-05-19,59.0,4.0,44.0,407.0,203.0,59.0
2017-05-20,58.0,6.0,47.0,342.0,171.0,40.0
2017-05-21,56.0,8.0,60.0,357.0,283.0,25.0
2017-05-22,50.0,11.0,53.0,388.0,236.0,55.0
2017-05-23,58.0,9.0,58.0,347.0,218.0,42.0
2017-05-24,52.0,8.0,49.0,414.0,194.0,42.0
2017-05-25,46.0,9.0,61.0,361.0,228.0,54.0
2017-05-26,64.0,14.0,66.0,379.0,197.0,44.0
2017-05-27,78.0,22.0,33.0,380.0,249.0,39.0
2017-05-28,43.0,11.0,59.0,308.0,254.0,29.0
2017-05-29,57.0,11.0,52.0,354.0,263.0,28.0
2017-05-30,41.0,15.0,61.0,398.0,245.0,52.0
2017-05-31,51.0,9.0,58.0,352.0,219.0,46.0
2017-06-01,56.0,10.0,59.0,373.0,231.0,89.0
2017-06-02,60.0,6.0,44.0,432.0,245.0,51.0
2017-06-03,53.0,8.0,48.0,417.0,253.0,43.0
2017-06-04,52.0,9.0,40.0,398.0,283.0,36.0
2017-06-05,36.0,8.0,35.0,370.0,228.0,54.0
2017-06-06,48.0,8.0,45.0,411.0,243.0,64.0
2017-06-07,43.0,11.0,44.0,391.0,235.0,58.0
2017-06-08,40.0,13.0,49.0,400.0,211.0,55.0
2017-06-09,66.0,10.0,44.0,410.0,237.0,47.0
2017-06-10,55.0,5.0,46.0,382.0,254.0,39.0
2017-06-11,43.0,7.0,48.0,391.0,289.0,34.0
2017-06-12,54.0,3.0,43.0,369.0,228.0,42.0
2017-06-13,44.0,10.0,53.0,419.0,219.0,61.0
2017-06-14,32.0,6.0,52.0,409.0,213.0,50.0
2017-06-15,46.0,11.0,45.0,429.0,219.0,62.0
2017-06-16,59.0,11.0,57.0,394.0,245.0,65.0
2017-06-17,45.0,6.0,35.0,428.0,254.0,55.0
2017-06-18,32.0,10.0,39.0,380.0,287.0,34.0
2017-06-19,48.0,8.0,54.0,383.0,216.0,34.0
2017-06-20,45.0,8.0,36.0,441.0,224.0,47.0
2017-06-21,59.0,9.0,61.0,410.0,191.0,52.0
2017-06-22,40.0,9.0,47.0,445.0,206.0,68.0
2017-06-23,54.0,6.0,44.0,424.0,196.0,52.0
2017-06-24,52.0,4.0,44.0,415.0,258.0,44.0
2017-06-25,35.0,4.0,50.0,383.0,295.0,28.0
2017-06-26,43.0,11.0,54.0,411.0,216.0,50.0
2017-06-27,54.0,8.0,45.0,397.0,220.0,44.0
2017-06-28,44.0,7.0,45.0,378.0,183.0,44.0
2017-06-29,41.0,8.0,49.0,407.0,216.0,53.0
2017-06-30,54.0,9.0,51.0,402.0,214.0,42.0
2017-07-01,62.0,9.0,72.0,407.0,255.0,80.0
2017-07-02,56.0,12.0,45.0,395.0,248.0,21.0
2017-07-03,81.0,9.0,46.0,434.0,219.0,70.0
2017-07-04,51.0,15.0,51.0,388.0,257.0,31.0
2017-07-05,55.0,13.0,52.0,421.0,259.0,51.0
2017-07-06,46.0,9.0,46.0,410.0,219.0,44.0
2017-07-07,47.0,13.0,33.0,376.0,220.0,67.0
2017-07-08,51.0,9.0,48.0,374.0,231.0,45.0
2017-07-09,52.0,10.0,45.0,407.0,282.0,25.0
2017-07-10,64.0,8.0,49.0,408.0,192.0,58.0
2017-07-11,47.0,11.0,51.0,395.0,205.0,58.0
2017-07-12,39.0,4.0,47.0,387.0,170.0,40.0
2017-07-13,63.0,7.0,41.0,428.0,227.0,46.0
2017-07-14,55.0,14.0,40.0,406.0,229.0,50.0
2017-07-15,60.0,8.0,56.0,444.0,255.0,59.0
2017-07-16,58.0,10.0,44.0,401.0,267.0,32.0
2017-07-17,42.0,9.0,58.0,470.0,197.0,59.0
2017-07-18,55.0,8.0,53.0,395.0,214.0,63.0
2017-07-19,64.0,9.0,46.0,396.0,199.0,51.0
2017-07-20,50.0,4.0,52.0,401.0,201.0,49.0
2017-07-21,53.0,12.0,41.0,411.0,198.0,42.0
2017-07-22,47.0,3.0,38.0,393.0,232.0,37.0
2017-07-23,42.0,11.0,42.0,418.0,292.0,37.0
2017-07-24,45.0,5.0,61.0,392.0,201.0,75.0
2017-07-25,49.0,8.0,65.0,461.0,195.0,67.0
2017-07-26,55.0,11.0,52.0,382.0,199.0,51.0
2017-07-27,48.0,8.0,49.0,424.0,217.0,45.0
2017-07-28,49.0,6.0,50.0,469.0,211.0,64.0
2017-07-29,55.0,5.0,52.0,379.0,264.0,38.0
2017-07-30,50.0,9.0,45.0,394.0,285.0,33.0
2017-07-31,46.0,12.0,56.0,414.0,206.0,49.0
2017-08-01,50.0,3.0,84.0,480.0,215.0,75.0
2017-08-02,51.0,8.0,68.0,377.0,212.0,51.0
2017-08-03,51.0,8.0,45.0,453.0,224.0,64.0
2017-08-04,60.0,9.0,52.0,531.0,195.0,75.0
2017-08-05,41.0,7.0,60.0,534.0,223.0,59.0
2017-08-06,50.0,7.0,49.0,450.0,280.0,28.0
2017-08-07,54.0,7.0,42.0,422.0,195.0,51.0
2017-08-08,65.0,8.0,48.0,391.0,196.0,56.0
2017-08-09,54.0,9.0,51.0,379.0,218.0,59.0
2017-08-10,45.0,7.0,45.0,430.0,207.0,53.0
2017-08-11,49.0,9.0,36.0,432.0,201.0,38.0
2017-08-12,56.0,8.0,28.0,426.0,245.0,48.0
2017-08-13,37.0,7.0,49.0,370.0,237.0,29.0
2017-08-14,43.0,7.0,43.0,454.0,218.0,46.0
2017-08-15,34.0,6.0,38.0,468.0,195.0,47.0
2017-08-16,35.0,9.0,46.0,424.0,217.0,61.0
2017-08-17,45.0,8.0,56.0,412.0,189.0,54.0
2017-08-18,65.0,8.0,57.0,442.0,236.0,45.0
2017-08-19,57.0,16.0,42.0,457.0,270.0,47.0
2017-08-20,39.0,7.0,50.0,393.0,252.0,30.0
2017-08-21,32.0,9.0,37.0,397.0,224.0,50.0
2017-08-22,46.0,7.0,46.0,422.0,212.0,44.0
2017-08-23,49.0,8.0,47.0,408.0,193.0,40.0
2017-08-24,54.0,9.0,54.0,439.0,182.0,60.0
2017-08-25,94.0,6.0,31.0,388.0,192.0,53.0
2017-08-26,45.0,8.0,42.0,406.0,236.0,42.0
2017-08-27,33.0,9.0,39.0,395.0,249.0,28.0
2017-08-28,45.0,10.0,40.0,359.0,173.0,60.0
2017-08-29,65.0,15.0,41.0,366.0,189.0,48.0
2017-08-30,72.0,13.0,34.0,413.0,201.0,50.0
2017-08-31,77.0,15.0,47.0,328.0,209.0,51.0
2017-09-01,79.0,8.0,58.0,413.0,207.0,90.0
2017-09-02,74.0,8.0,49.0,386.0,214.0,35.0
2017-09-03,68.0,8.0,47.0,350.0,246.0,34.0
2017-09-04,66.0,6.0,53.0,316.0,245.0,27.0
2017-09-05,67.0,5.0,36.0,324.0,200.0,67.0
2017-09-06,47.0,10.0,33.0,336.0,162.0,57.0
2017-09-07,48.0,7.0,34.0,388.0,193.0,55.0
2017-09-08,40.0,11.0,42.0,361.0,199.0,46.0
2017-09-09,39.0,10.0,39.0,369.0,219.0,54.0
2017-09-10,41.0,9.0,39.0,358.0,252.0,37.0
2017-09-11,41.0,8.0,46.0,354.0,176.0,60.0
2017-09-12,55.0,6.0,38.0,366.0,197.0,58.0
2017-09-13,45.0,9.0,37.0,369.0,192.0,50.0
2017-09-14,44.0,3.0,44.0,368.0,211.0,60.0
2017-09-15,43.0,8.0,35.0,429.0,232.0,54.0
2017-09-16,53.0,12.0,45.0,431.0,247.0,40.0
2017-09-17,30.0,9.0,38.0,410.0,282.0,40.0
2017-09-18,34.0,11.0,42.0,394.0,227.0,64.0
2017-09-19,44.0,7.0,40.0,363.0,207.0,44.0
2017-09-20,49.0,11.0,48.0,409.0,246.0,61.0
2017-09-21,48.0,11.0,39.0,416.0,228.0,59.0
2017-09-22,59.0,6.0,46.0,403.0,236.0,43.0
2017-09-23,45.0,15.0,39.0,411.0,273.0,45.0
2017-09-24,41.0,4.0,43.0,398.0,281.0,39.0
2017-09-25,54.0,7.0,50.0,410.0,237.0,60.0
2017-09-26,48.0,8.0,48.0,375.0,212.0,55.0
2017-09-27,52.0,4.0,34.0,367.0,213.0,49.0
2017-09-28,45.0,6.0,45.0,359.0,211.0,45.0
2017-09-29,64.0,10.0,34.0,421.0,219.0,56.0
2017-09-30,45.0,6.0,29.0,385.0,225.0,51.0
2017-10-01,41.0,4.0,53.0,381.0,260.0,49.0
2017-10-02,41.0,8.0,42.0,396.0,208.0,52.0
2017-10-03,47.0,11.0,55.0,388.0,189.0,46.0
2017-10-04,44.0,8.0,43.0,403.0,193.0,45.0
2017-10-05,52.0,9.0,50.0,377.0,205.0,51.0
2017-10-06,52.0,5.0,47.0,386.0,202.0,55.0
2017-10-07,30.0,8.0,35.0,398.0,198.0,38.0
2017-10-08,33.0,12.0,25.0,365.0,250.0,30.0
2017-10-09,34.0,14.0,38.0,394.0,214.0,48.0
2017-10-10,32.0,10.0,46.0,373.0,180.0,53.0
2017-10-11,40.0,7.0,29.0,344.0,153.0,38.0
2017-10-12,46.0,7.0,52.0,394.0,198.0,67.0
2017-10-13,50.0,10.0,37.0,407.0,216.0,46.0
2017-10-14,26.0,4.0,38.0,353.0,188.0,33.0
2017-10-15,25.0,6.0,20.0,352.0,195.0,37.0
2017-10-16,31.0,10.0,47.0,422.0,196.0,48.0
2017-10-17,49.0,3.0,41.0,352.0,196.0,65.0
2017-10-18,48.0,9.0,46.0,399.0,212.0,56.0
2017-10-19,33.0,11.0,46.0,402.0,219.0,55.0
2017-10-20,51.0,5.0,40.0,459.0,228.0,57.0
2017-10-21,46.0,10.0,41.0,410.0,247.0,52.0
2017-10-22,41.0,7.0,37.0,385.0,232.0,30.0
2017-10-23,40.0,4.0,59.0,399.0,168.0,58.0
2017-10-24,48.0,6.0,39.0,378.0,165.0,47.0
2017-10-25,50.0,9.0,41.0,376.0,186.0,48.0
2017-10-26,61.0,11.0,39.0,378.0,194.0,59.0
2017-10-27,41.0,12.0,47.0,460.0,187.0,65.0
2017-10-28,36.0,8.0,48.0,388.0,189.0,48.0
2017-10-29,44.0,7.0,41.0,362.0,205.0,31.0
2017-10-30,47.0,7.0,37.0,376.0,187.0,50.0
2017-10-31,28.0,5.0,67.0,395.0,203.0,46.0
2017-11-01,44.0,7.0,46.0,376.0,205.0,79.0
2017-11-02,36.0,9.0,49.0,381.0,200.0,42.0
2017-11-03,48.0,5.0,37.0,441.0,179.0,72.0
2017-11-04,46.0,10.0,44.0,404.0,210.0,38.0
2017-11-05,52.0,6.0,36.0,389.0,242.0,45.0
2017-11-06,43.0,12.0,49.0,388.0,181.0,41.0
2017-11-07,45.0,15.0,46.0,356.0,171.0,41.0
2017-11-08,41.0,4.0,40.0,414.0,217.0,39.0
2017-11-09,54.0,7.0,48.0,315.0,173.0,50.0
2017-11-10,47.0,8.0,44.0,350.0,166.0,57.0
2017-11-11,37.0,6.0,34.0,373.0,191.0,45.0
2017-11-12,31.0,4.0,39.0,355.0,205.0,29.0
2017-11-13,40.0,10.0,42.0,371.0,189.0,61.0
2017-11-14,49.0,6.0,54.0,370.0,166.0,47.0
2017-11-15,43.0,3.0,52.0,367.0,184.0,52.0
2017-11-16,62.0,6.0,46.0,422.0,163.0,50.0
2017-11-17,51.0,6.0,48.0,397.0,163.0,54.0
2017-11-18,34.0,6.0,35.0,394.0,181.0,41.0
2017-11-19,39.0,5.0,26.0,361.0,223.0,32.0
2017-11-20,51.0,4.0,32.0,425.0,188.0,51.0
2017-11-21,45.0,5.0,39.0,373.0,168.0,39.0
2017-11-22,49.0,5.0,37.0,360.0,142.0,53.0
2017-11-23,15.0,3.0,24.0,290.0,185.0,25.0
2017-11-24,42.0,2.0,45.0,371.0,165.0,53.0
2017-11-25,41.0,4.0,43.0,394.0,203.0,26.0
2017-11-26,40.0,7.0,39.0,357.0,190.0,29.0
2017-11-27,34.0,6.0,47.0,429.0,194.0,58.0
2017-11-28,65.0,10.0,49.0,389.0,191.0,73.0
2017-11-29,44.0,6.0,54.0,408.0,192.0,60.0
2017-11-30,59.0,6.0,40.0,400.0,170.0,64.0
2017-12-01,53.0,6.0,51.0,435.0,224.0,65.0
2017-12-02,56.0,7.0,38.0,407.0,196.0,47.0
2017-12-03,25.0,9.0,36.0,352.0,222.0,31.0
2017-12-04,58.0,3.0,34.0,445.0,211.0,54.0
2017-12-05,44.0,8.0,43.0,360.0,172.0,69.0
2017-12-06,43.0,4.0,51.0,361.0,193.0,53.0
2017-12-07,32.0,5.0,37.0,334.0,160.0,52.0
2017-12-08,41.0,6.0,38.0,394.0,198.0,50.0
2017-12-09,31.0,10.0,29.0,365.0,175.0,45.0
2017-12-10,37.0,10.0,44.0,346.0,181.0,42.0
2017-12-11,27.0,8.0,52.0,405.0,178.0,59.0
2017-12-12,31.0,5.0,38.0,355.0,177.0,67.0
2017-12-13,42.0,2.0,48.0,363.0,181.0,54.0
2017-12-14,28.0,4.0,46.0,379.0,185.0,61.0
2017-12-15,32.0,7.0,73.0,387.0,186.0,71.0
2017-12-16,47.0,6.0,38.0,419.0,199.0,58.0
2017-12-17,50.0,6.0,31.0,378.0,198.0,58.0
2017-12-18,33.0,3.0,54.0,396.0,169.0,64.0
2017-12-19,33.0,6.0,51.0,430.0,185.0,46.0
2017-12-20,47.0,9.0,43.0,375.0,173.0,43.0
2017-12-21,43.0,6.0,35.0,412.0,175.0,62.0
2017-12-22,48.0,9.0,38.0,436.0,179.0,61.0
2017-12-23,30.0,4.0,38.0,391.0,207.0,40.0
2017-12-24,14.0,1.0,20.0,291.0,149.0,21.0
2017-12-25,5.0,1.0,21.0,190.0,160.0,14.0
2017-12-26,25.0,9.0,36.0,269.0,136.0,46.0
2017-12-27,32.0,3.0,40.0,266.0,127.0,43.0
2017-12-28,37.0,6.0,41.0,331.0,122.0,51.0
2017-12-29,31.0,6.0,37.0,302.0,139.0,45.0
2017-12-30,36.0,6.0,35.0,302.0,173.0,60.0
2017-12-31,32.0,3.0,25.0,287.0,171.0,23.0
